_id,vehicle,datetime,x,y,speed
54cd969af2de61324fcc27e0,51B02724,1422759605,106.828683333333,10.5612733333333,0.0
54cd96aef2de61324fcc2be0,51B02724,1422759635,106.827596666667,10.5632583333333,0.008355166254781462
54cd96eaf2de61324fcc40dc,51B02724,1422759696,106.826806666667,10.56793,0.008632695192548577
54cd9713f2de61324fcc5162,51B02724,1422759725,106.826505,10.569885,0.007581820166011702
54cd9726f2de61324fcc55df,51B02724,1422759756,106.825435,10.5725583333333,0.010304602463276106
54cd9749f2de61324fcc64ac,51B02724,1422759785,106.824861666667,10.57521,0.01039442475308552
54cd975ff2de61324fcc6a8c,51B02724,1422759810,106.824818333333,10.5764016666667,0.005303676702407334
54cd9769f2de61324fcc6d8f,51B02724,1422759822,106.824811666667,10.5765466666667,0.0013449769339651575
54cd9787f2de61324fcc77c7,51B02724,1422759852,106.825568333333,10.5783116666667,0.00709915444605816
54cd97a7f2de61324fcc82cf,51B02724,1422759882,106.826553333333,10.5799733333333,0.0071282974599152496
54cd97c3f2de61324fcc8cf1,51B02724,1422759912,106.82622,10.58231,0.008745587326430928
54cd97e6f2de61324fcc9823,51B02724,1422759941,106.825546666667,10.5850516666667,0.010814392525929918
54cd97e7f2de61324fcc9832,51B02724,1422759942,106.825546666667,10.5850516666667,0.0
54cd97fbf2de61324fcca143,51B02724,1422759965,106.82517,10.58658,0.0076025580399891905
54cd9801f2de61324fcca277,51B02724,1422759974,106.825133333333,10.5866733333333,0.0012361276187142483
54cd981ef2de61324fccad21,51B02724,1422760003,106.824706666667,10.5877633333333,0.004478102335101228
54cd983cf2de61324fccb6d2,51B02724,1422760033,106.824706666667,10.5877633333333,0.0
54cd985ef2de61324fccc17b,51B02724,1422760063,106.824706666667,10.5877633333333,0.0
54cd9878f2de61324fcccaf4,51B02724,1422760093,106.824706666667,10.5877633333333,0.0
54cd9896f2de61324fccd58e,51B02724,1422760123,106.824706666667,10.5877633333333,0.0
54cd98b4f2de61324fccdf10,51B02724,1422760153,106.824706666667,10.5877633333333,0.0
54cd98d3f2de61324fccea07,51B02724,1422760183,106.824706666667,10.5877633333333,0.0
54cd98f2f2de61324fccf379,51B02724,1422760211,106.824848333333,10.5877483333333,0.0005562140267579653
54cd98f8f2de61324fccf4bb,51B02724,1422760221,106.824866666667,10.5875916666667,0.001753541114219523
54cd9916f2de61324fccffdf,51B02724,1422760251,106.824866666667,10.5875916666667,0.0
54cd991df2de61324fcd00fc,51B02724,1422760258,106.824765,10.5876333333333,0.0017199325674751482
54cd9942f2de61324fcd105b,51B02724,1422760288,106.823881666667,10.5904733333333,0.011007441929855411
54cd9959f2de61324fcd164e,51B02724,1422760318,106.822018333333,10.594795,0.01739745183663578
54cd9981f2de61324fcd25a9,51B02724,1422760348,106.820636666667,10.5985366666667,0.014753776421943523
54cd9995f2de61324fcd2ba9,51B02724,1422760379,106.819283333333,10.6016233333333,0.012056069306432026
54cd99c0f2de61324fcd3b08,51B02724,1422760408,106.819136666667,10.6047783333333,0.012109863348991008
54cd99d1f2de61324fcd4100,51B02724,1422760439,106.819076666667,10.6080983333333,0.011910496640132644
54cd99eff2de61324fcd4b2a,51B02724,1422760469,106.818801666667,10.6129783333333,0.018115432749177877
54cd9a14f2de61324fcd565d,51B02724,1422760499,106.817346666667,10.6167866666667,0.01507801778762188
54cd9a2cf2de61324fcd6094,51B02724,1422760529,106.813286666667,10.6185316666667,0.01614306817613231
54cd9a47f2de61324fcd6997,51B02724,1422760546,106.810728333333,10.619555,0.017757032900179652
54cd9a49f2de61324fcd6a88,51B02724,1422760550,106.810728333333,10.619555,0.0
54cd9a5ef2de61324fcd73c6,51B02724,1422760577,106.80683,10.62112,0.01704513191271539
54cd9a83f2de61324fcd7e93,51B02724,1422760607,106.802715,10.6226933333333,0.016085204858297827
54cd9a9bf2de61324fcd8878,51B02724,1422760639,106.799816666667,10.625965,0.015074003284942092
54cd9abff2de61324fcd931e,51B02724,1422760667,106.797421666667,10.6295566666667,0.01705371813818359
54cd9adbf2de61324fcd9ccc,51B02724,1422760697,106.795108333333,10.6328883333333,0.014950273035016016
54cd9afaf2de61324fcda7a5,51B02724,1422760727,106.792763333333,10.63629,0.01522963816765799
54cd9b14f2de61324fcdb131,51B02724,1422760757,106.790515,10.640005,0.016021314525981215
54cd9b3bf2de61324fcdbbf1,51B02724,1422760787,106.788078333333,10.6433966666667,0.015389006992957172
54cd9b4cf2de61324fcdc048,51B02724,1422760817,106.786076666667,10.6468633333333,0.014773880527179076
54cd9b74f2de61324fcdd02a,51B02724,1422760847,106.784733333333,10.6506533333333,0.014875493812542651
54cd9b88f2de61324fcdd4dd,51B02724,1422760877,106.78324,10.654305,0.014587087253484508
54cd9bb1f2de61324fcde520,51B02724,1422760907,106.781463333333,10.656845,0.011424326804108409
54cd9bbdf2de61324fcde8ab,51B02724,1422760929,106.780226666667,10.6587033333333,0.011222898692484114
54cd9bbdf2de61324fcde93e,51B02724,1422760930,106.780226666667,10.6587033333333,0.0
54cd9bc9f2de61324fcdeae6,51B02724,1422760943,106.779361666667,10.6600316666667,0.013489249644116756
54cd9bcaf2de61324fcdeb00,51B02724,1422760943,106.779361666667,10.6600316666667,0.0
54cd9beef2de61324fcdfbf9,51B02724,1422760974,106.777485,10.66279,0.011901775998103457
54cd9bf7f2de61324fcdfe10,51B02724,1422760988,106.776761666667,10.6638616666667,0.010213956765231453
54cd9bf8f2de61324fcdfe2d,51B02724,1422760989,106.776761666667,10.6638616666667,0.0
54cd9c14f2de61324fce06b0,51B02724,1422761010,106.776225,10.6647266666667,0.0053643649889766765
54cd9c32f2de61324fce1231,51B02724,1422761040,106.776225,10.6647266666667,0.0
54cd9c50f2de61324fce1be4,51B02724,1422761070,106.776225,10.6647266666667,0.0
54cd9c6bf2de61324fce2722,51B02724,1422761098,106.77629,10.664545,0.0007647418532796569
54cd9c70f2de61324fce2892,51B02724,1422761109,106.77654,10.6641033333333,0.005108901005811969
54cd9c70f2de61324fce28a8,51B02724,1422761110,106.776581666667,10.6640466666667,0.007773926249728371
54cd9c94f2de61324fce347d,51B02724,1422761140,106.778085,10.6617783333333,0.01003357364094093
54cd9cadf2de61324fce3e2d,51B02724,1422761170,106.779191666667,10.6600483333333,0.0075740507485359395
54cd9cb2f2de61324fce3f00,51B02724,1422761175,106.779238333333,10.6599766666667,0.0018921926480664857
54cd9cc7f2de61324fce4651,51B02724,1422761190,106.779353333333,10.6597683333333,0.0017569777072881745
54cd9cdef2de61324fce4bc0,51B02724,1422761219,106.780745,10.657635,0.009716466092533491
54cd9d04f2de61324fce5a72,51B02724,1422761250,106.78293,10.65417,0.014621850541570692
54cd9d1cf2de61324fce6056,51B02724,1422761281,106.78254,10.6549683333333,0.0031764856204753297
54cd9d40f2de61324fce6e85,51B02724,1422761309,106.781203333333,10.6569433333333,0.009419655147935755
54cd9d43f2de61324fce6f98,51B02724,1422761316,106.781105,10.6571116666667,0.003083278946731466
54cd9d66f2de61324fce7a2e,51B02724,1422761346,106.781105,10.6571116666667,0.0
54cd9d7df2de61324fce83c8,51B02724,1422761376,106.781105,10.6571116666667,0.0
54cd9da1f2de61324fce8ebf,51B02724,1422761407,106.781105,10.6571116666667,0.0
54cd9dbbf2de61324fce9835,51B02724,1422761436,106.781105,10.6571116666667,0.0
54cd9ddef2de61324fcea313,51B02724,1422761466,106.781105,10.6571116666667,0.0
54cd9df8f2de61324fcead59,51B02724,1422761496,106.781105,10.6571116666667,0.0
54cd9e1df2de61324fceb876,51B02724,1422761526,106.781105,10.6571116666667,0.0
54cd9e34f2de61324fcec142,51B02724,1422761556,106.781105,10.6571116666667,0.0
54cd9e56f2de61324fcecd50,51B02724,1422761586,106.781105,10.6571116666667,0.0
54cd9e6ff2de61324fced340,51B02724,1422761617,106.781105,10.6571116666667,0.0
54cd9e93f2de61324fcee2a1,51B02724,1422761647,106.781105,10.6571116666667,0.0
54cd9eacf2de61324fcee84e,51B02724,1422761677,106.781105,10.6571116666667,0.0
54cd9ed0f2de61324fcef7ba,51B02724,1422761707,106.781105,10.6571116666667,0.0
